"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 06 19:30:56 IST 2024","Wed Mar 06 19:30:56 IST 2024","582","Default suite","Default test","TestLogin.TestLoginPage","TestLogin.TestLoginPage","TestLoginPage1","TestLoginPage1","Login credentials Test pages"
